CommonID,sorghum3,maize4,paspalum3,subgenome
gene377,Sobic.001G070900,Zm00001d034278,Pavagv31000877m,maize1
gene378,Sobic.001G071000,Zm00001d034277,Pavagv31000878m,maize1
gene379,Sobic.001G071100,Zm00001d034270,Pavagv31000879m,maize1
gene380,Sobic.001G071500,Zm00001d034266,Pavagv31000886m,maize1
gene381,Sobic.001G071600,Zm00001d034263,Pavagv31000887m,maize1
gene382,Sobic.001G071700,Zm00001d034257,Pavagv31000888m,maize1
gene383,Sobic.001G071800,Zm00001d034256,Pavagv31000889m,maize1
gene384,Sobic.001G072700,Zm00001d034255,Pavagv31000894m,maize1
gene385,Sobic.001G072800,Zm00001d034254,Pavagv31000896m,maize1
gene386,Sobic.001G072900,Zm00001d034253,Pavagv31000898m,maize1
gene387,Sobic.001G073000,Zm00001d034252,Pavagv31000901m,maize1
gene388,Sobic.001G073150,Zm00001d034250,Pavagv31000903m,maize1
gene389,Sobic.001G073300,Zm00001d034249,Pavagv31000904m,maize1
gene390,Sobic.001G073400,Zm00001d034248,Pavagv31000905m,maize1
gene391,Sobic.001G073500,Zm00001d034245,Pavagv31000907m,maize1
gene392,Sobic.001G073600,Zm00001d034244,Pavagv31000908m,maize1
gene393,Sobic.001G073900,Zm00001d034241,Pavagv31000911m,maize1
gene394,Sobic.001G074000,Zm00001d034240,Pavagv31000912m,maize1
gene395,Sobic.001G074100,Zm00001d034239,Pavagv31000914m,maize1
gene396,Sobic.001G074200,Zm00001d034237,Pavagv31000917m,maize1
gene397,Sobic.001G074300,Zm00001d034223,Pavagv31000919m,maize1
gene398,Sobic.001G074400,Zm00001d034221,Pavagv31000920m,maize1
gene399,Sobic.001G074601,Zm00001d034219,Pavagv31000922m,maize1
gene400,Sobic.001G074700,Zm00001d034218,Pavagv31000923m,maize1
gene401,Sobic.001G075000,Zm00001d034217,Pavagv31000926m,maize1
gene402,Sobic.001G075101,Zm00001d034212,Pavagv31000928m,maize1
gene403,Sobic.001G075300,Zm00001d034207,Pavagv31000929m,maize1
gene404,Sobic.001G075400,Zm00001d034206,Pavagv31000933m,maize1
gene405,Sobic.001G075600,Zm00001d034205,Pavagv31000934m,maize1
gene406,Sobic.001G075700,Zm00001d034204,Pavagv31000935m,maize1
gene407,Sobic.001G075800,Zm00001d034201,Pavagv31000936m,maize1
gene408,Sobic.001G075900,Zm00001d034199,Pavagv31000937m,maize1
gene409,Sobic.001G076000,Zm00001d034198,Pavagv31000939m,maize1
gene410,Sobic.001G076100,Zm00001d034197,Pavagv31000940m,maize1
gene411,Sobic.001G076200,Zm00001d034196,Pavagv31000942m,maize1
gene412,Sobic.001G076300,Zm00001d034195,Pavagv31000943m,maize1
gene413,Sobic.001G076400,Zm00001d034194,Pavagv31000945m,maize1
gene414,Sobic.001G076500,Zm00001d034192,Pavagv31000946m,maize1
gene415,Sobic.001G076700,Zm00001d034191,Pavagv31000948m,maize1
gene416,Sobic.001G076800,Zm00001d034190,Pavagv31000949m,maize1
gene417,Sobic.001G076900,Zm00001d034189,Pavagv31000950m,maize1
gene418,Sobic.001G077000,Zm00001d034188,Pavagv31000951m,maize1
gene419,Sobic.001G077300,Zm00001d034187,Pavagv31000955m,maize1
gene420,Sobic.001G077400,Zm00001d034186,Pavagv31000957m,maize1
gene421,Sobic.001G077500,Zm00001d034183,Pavagv31000959m,maize1
gene422,Sobic.001G077600,Zm00001d034182,Pavagv31000960m,maize1
gene423,Sobic.001G077800,Zm00001d034181,Pavagv31000962m,maize1
gene424,Sobic.001G077900,Zm00001d034180,Pavagv31000964m,maize1
gene425,Sobic.001G078000,Zm00001d034179,Pavagv31000965m,maize1
gene426,Sobic.001G078100,Zm00001d034178,Pavagv31000966m,maize1
gene427,Sobic.001G078200,Zm00001d034175,Pavagv31000968m,maize1
gene428,Sobic.001G078300,Zm00001d034173,Pavagv31000969m,maize1
gene429,Sobic.001G078400,Zm00001d034167,Pavagv31000972m,maize1
gene430,Sobic.001G078600,Zm00001d034166,Pavagv31000978m,maize1
gene431,Sobic.001G078700,Zm00001d034163,Pavagv31000979m,maize1
gene432,Sobic.001G078800,Zm00001d034161,Pavagv31000980m,maize1
gene433,Sobic.001G078900,Zm00001d034160,Pavagv31000982m,maize1
gene434,Sobic.001G079100,Zm00001d034159,Pavagv31000985m,maize1
gene435,Sobic.001G079200,Zm00001d034152,Pavagv31000990m,maize1
gene436,Sobic.001G079500,Zm00001d034145,Pavagv31000993m,maize1
gene437,Sobic.001G079600,Zm00001d034143,Pavagv31000998m,maize1
gene438,Sobic.001G079700,Zm00001d034137,Pavagv31001000m,maize1
gene439,Sobic.001G079900,Zm00001d034133,Pavagv31001004m,maize1
gene440,Sobic.001G080000,Zm00001d034131,Pavagv31001006m,maize1
gene441,Sobic.001G080100,Zm00001d034130,Pavagv31001008m,maize1
gene442,Sobic.001G080200,Zm00001d034129,Pavagv31001011m,maize1
gene443,Sobic.001G080300,Zm00001d034128,Pavagv31001012m,maize1
gene444,Sobic.001G080600,Zm00001d034126,Pavagv31001013m,maize1
gene445,Sobic.001G080700,Zm00001d034125,Pavagv31001015m,maize1
gene446,Sobic.001G080800,Zm00001d034124,Pavagv31001016m,maize1
gene447,Sobic.001G080900,Zm00001d034115,Pavagv31001017m,maize1
gene448,Sobic.001G081100,Zm00001d034112,Pavagv31001020m,maize1
gene449,Sobic.001G081300,Zm00001d034111,Pavagv31001021m,maize1
gene450,Sobic.001G081400,Zm00001d034110,Pavagv31001022m,maize1
gene451,Sobic.001G081600,Zm00001d034109,Pavagv31001024m,maize1
gene452,Sobic.001G082200,Zm00001d034107,Pavagv31001040m,maize1
gene453,Sobic.001G082300,Zm00001d034107,Pavagv31001031m,maize1
gene454,Sobic.001G082400,Zm00001d034107,Pavagv31001040m,maize1
gene455,Sobic.001G082500,Zm00001d034104,Pavagv31001041m,maize1
gene456,Sobic.001G082600,Zm00001d034091,Pavagv31001044m,maize1
gene457,Sobic.001G082700,Zm00001d034089,Pavagv31001045m,maize1
gene458,Sobic.001G082800,Zm00001d034087,Pavagv31001046m,maize1
gene459,Sobic.001G082900,Zm00001d034085,Pavagv31001049m,maize1
gene460,Sobic.001G083000,Zm00001d034084,Pavagv31001052m,maize1
gene461,Sobic.001G083100,Zm00001d034082,Pavagv31001053m,maize1
gene462,Sobic.001G083300,Zm00001d034081,Pavagv31001054m,maize1
gene463,Sobic.001G083400,Zm00001d034080,Pavagv31001055m,maize1
gene464,Sobic.001G083500,Zm00001d034077,Pavagv31001058m,maize1
gene465,Sobic.001G083800,Zm00001d034076,Pavagv31001061m,maize1
gene466,Sobic.001G083900,Zm00001d034074,Pavagv31047628m,maize1
gene467,Sobic.001G084000,Zm00001d034073,Pavagv31047629m,maize1
gene468,Sobic.001G084100,Zm00001d034072,Pavagv31047631m,maize1
gene469,Sobic.001G084300,Zm00001d034069,Pavagv31047634m,maize1
gene470,Sobic.001G084400,Zm00001d034068,Pavagv31047635m,maize1
gene471,Sobic.001G084500,Zm00001d034067,Pavagv31047636m,maize1
gene472,Sobic.001G084600,Zm00001d034066,Pavagv31047638m,maize1
gene473,Sobic.001G084700,Zm00001d034066,Pavagv31001064m,maize1
gene474,Sobic.001G084900,Zm00001d034064,Pavagv31001065m,maize1
gene475,Sobic.001G085100,Zm00001d034063,Pavagv31001070m,maize1
gene476,Sobic.001G085200,Zm00001d034062,Pavagv31001072m,maize1
gene477,Sobic.001G085400,Zm00001d034059,Pavagv31001074m,maize1
gene478,Sobic.001G085450,Zm00001d034058,Pavagv31001075m,maize1
gene479,Sobic.001G085700,Zm00001d034055,Pavagv31001079m,maize1
gene480,Sobic.001G085800,Zm00001d034054,Pavagv31001080m,maize1
gene481,Sobic.001G085900,Zm00001d034050,Pavagv31001081m,maize1
gene482,Sobic.001G086000,Zm00001d034049,Pavagv31001084m,maize1
gene483,Sobic.001G086200,Zm00001d034049,Pavagv31001084m,maize1
gene484,Sobic.001G086300,Zm00001d034048,Pavagv31001085m,maize1
gene485,Sobic.001G086400,Zm00001d034047,Pavagv31001094m,maize1
gene486,Sobic.001G086500,Zm00001d034045,Pavagv31001094m,maize1
gene487,Sobic.001G086900,Zm00001d034039,Pavagv31001101m,maize1
gene488,Sobic.001G087100,Zm00001d034038,Pavagv31001104m,maize1
gene489,Sobic.001G087400,Zm00001d034037,Pavagv31001107m,maize1
gene490,Sobic.001G087600,Zm00001d034036,Pavagv31001108m,maize1
gene491,Sobic.001G087700,Zm00001d034035,Pavagv31001110m,maize1
gene492,Sobic.001G087800,Zm00001d034034,Pavagv31001112m,maize1
gene493,Sobic.001G087900,Zm00001d034042,Pavagv31001114m,maize1
gene494,Sobic.001G088100,Zm00001d034033,Pavagv31001116m,maize1
gene495,Sobic.001G088200,Zm00001d034032,Pavagv31001117m,maize1
gene496,Sobic.001G088300,Zm00001d034031,Pavagv31001118m,maize1
gene497,Sobic.001G088400,Zm00001d034030,Pavagv31001119m,maize1
gene498,Sobic.001G088500,Zm00001d034028,Pavagv31001120m,maize1
gene499,Sobic.001G088600,Zm00001d034027,Pavagv31001121m,maize1
gene500,Sobic.001G088800,Zm00001d034019,Pavagv31001122m,maize1
gene501,Sobic.001G088900,Zm00001d034018,Pavagv31001123m,maize1
gene502,Sobic.001G089000,Zm00001d034017,Pavagv31001126m,maize1
gene503,Sobic.001G089100,Zm00001d034015,Pavagv31001128m,maize1
gene504,Sobic.001G089300,Zm00001d034017,Pavagv31001132m,maize1
gene505,Sobic.001G089600,Zm00001d034013,Pavagv31001137m,maize1
gene506,Sobic.001G089800,Zm00001d034012,Pavagv31001138m,maize1
gene507,Sobic.001G090000,Zm00001d034011,Pavagv31001140m,maize1
gene508,Sobic.001G090100,Zm00001d034010,Pavagv31001142m,maize1
gene509,Sobic.001G090200,Zm00001d034007,Pavagv31001143m,maize1
gene510,Sobic.001G090400,Zm00001d034006,Pavagv31001144m,maize1
gene511,Sobic.001G090500,Zm00001d034005,Pavagv31001145m,maize1
gene512,Sobic.001G090800,Zm00001d034004,Pavagv31001149m,maize1
gene513,Sobic.001G090900,Zm00001d034003,Pavagv31001150m,maize1
gene514,Sobic.001G091000,Zm00001d034002,Pavagv31001151m,maize1
gene515,Sobic.001G091300,Zm00001d034001,Pavagv31001152m,maize1
gene516,Sobic.001G091400,Zm00001d034000,Pavagv31001153m,maize1
gene517,Sobic.001G091500,Zm00001d033999,Pavagv31001154m,maize1
gene518,Sobic.001G091600,Zm00001d033998,Pavagv31001156m,maize1
gene519,Sobic.001G092000,Zm00001d033995,Pavagv31001160m,maize1
gene520,Sobic.001G092100,Zm00001d033994,Pavagv31001161m,maize1
gene521,Sobic.001G092200,Zm00001d033993,Pavagv31001163m,maize1
gene522,Sobic.001G092300,Zm00001d033992,Pavagv31001167m,maize1
gene523,Sobic.001G092500,Zm00001d033991,Pavagv31001168m,maize1
gene524,Sobic.001G092600,Zm00001d033990,Pavagv31001169m,maize1
gene525,Sobic.001G093000,Zm00001d033989,Pavagv31001171m,maize1
gene526,Sobic.001G093100,Zm00001d033988,Pavagv31001170m,maize1
gene527,Sobic.001G093200,Zm00001d033987,Pavagv31001176m,maize1
gene528,Sobic.001G093300,Zm00001d033986,Pavagv31001177m,maize1
gene529,Sobic.001G093500,Zm00001d033985,Pavagv31001178m,maize1
gene530,Sobic.001G093800,Zm00001d033984,Pavagv31001180m,maize1
gene531,Sobic.001G093900,Zm00001d033983,Pavagv31001181m,maize1
gene532,Sobic.001G094000,Zm00001d033982,Pavagv31001183m,maize1
gene533,Sobic.001G094300,Zm00001d033981,Pavagv31001186m,maize1
gene534,Sobic.001G094400,Zm00001d033980,Pavagv31001187m,maize1
gene535,Sobic.001G094500,Zm00001d033979,Pavagv31001188m,maize1
gene536,Sobic.001G094600,Zm00001d033977,Pavagv31001189m,maize1
gene537,Sobic.001G094800,Zm00001d033976,Pavagv31001190m,maize1
gene538,Sobic.001G094900,Zm00001d033975,Pavagv31001191m,maize1
gene539,Sobic.001G095000,Zm00001d033969,Pavagv31001196m,maize1
gene540,Sobic.001G095100,Zm00001d033968,Pavagv31001197m,maize1
gene541,Sobic.001G095200,Zm00001d033967,Pavagv31001198m,maize1
gene542,Sobic.001G095300,Zm00001d033966,Pavagv31001201m,maize1
gene543,Sobic.001G095500,Zm00001d033965,Pavagv31001204m,maize1
gene544,Sobic.001G095700,Zm00001d033957,Pavagv31001206m,maize1
gene545,Sobic.001G095800,Zm00001d033955,Pavagv31001208m,maize1
gene546,Sobic.001G096000,Zm00001d033954,Pavagv31001209m,maize1
gene547,Sobic.001G096200,Zm00001d033951,Pavagv31001211m,maize1
gene548,Sobic.001G096400,Zm00001d033943,Pavagv31001213m,maize1
gene549,Sobic.001G096700,Zm00001d033942,Pavagv31001214m,maize1
gene550,Sobic.001G096900,Zm00001d033941,Pavagv31001220m,maize1
gene551,Sobic.001G097200,Zm00001d033935,Pavagv31001224m,maize1
gene552,Sobic.001G097400,Zm00001d033933,Pavagv31001230m,maize1
gene553,Sobic.001G097500,Zm00001d033932,Pavagv31001232m,maize1
gene554,Sobic.001G097900,Zm00001d033930,Pavagv31033841m,maize1
gene555,Sobic.001G098000,Zm00001d033929,Pavagv31033843m,maize1
gene556,Sobic.001G098100,Zm00001d033928,Pavagv31033845m,maize1
gene557,Sobic.001G098400,Zm00001d033927,Pavagv31001238m,maize1
gene558,Sobic.001G098600,Zm00001d033924,Pavagv31001240m,maize1
gene559,Sobic.001G098800,Zm00001d033922,Pavagv31001245m,maize1
gene560,Sobic.001G098900,Zm00001d033919,Pavagv31001246m,maize1
gene561,Sobic.001G099100,Zm00001d033917,Pavagv31001248m,maize1
gene562,Sobic.001G099200,Zm00001d033916,Pavagv31001249m,maize1
gene563,Sobic.001G099300,Zm00001d033915,Pavagv31001250m,maize1
gene564,Sobic.001G099800,Zm00001d033913,Pavagv31001259m,maize1
gene565,Sobic.001G099900,Zm00001d033912,Pavagv31001261m,maize1
gene566,Sobic.001G100000,Zm00001d033910,Pavagv31001262m,maize1
gene567,Sobic.001G100700,Zm00001d033909,Pavagv31001272m,maize1
gene568,Sobic.001G101200,Zm00001d033909,Pavagv31001272m,maize1
gene569,Sobic.001G101400,Zm00001d033909,Pavagv31001274m,maize1
gene570,Sobic.001G101500,Zm00001d033906,Pavagv31001277m,maize1
gene571,Sobic.001G101700,Zm00001d033905,Pavagv31001279m,maize1
gene572,Sobic.001G101900,Zm00001d033902,Pavagv31001286m,maize1
gene573,Sobic.001G102200,Zm00001d033897,Pavagv31001292m,maize1
gene574,Sobic.001G102300,Zm00001d033898,Pavagv31001294m,maize1
gene575,Sobic.001G102500,Zm00001d033896,Pavagv31001296m,maize1
gene576,Sobic.001G102700,Zm00001d033895,Pavagv31001298m,maize1
gene577,Sobic.001G102800,Zm00001d033893,Pavagv31001299m,maize1
gene578,Sobic.001G103000,Zm00001d033892,Pavagv31001300m,maize1
gene579,Sobic.001G103100,Zm00001d033891,Pavagv31001301m,maize1
gene580,Sobic.001G103200,Zm00001d033890,Pavagv31001302m,maize1
gene581,Sobic.001G103300,Zm00001d033886,Pavagv31001304m,maize1
gene582,Sobic.001G103800,Zm00001d033882,Pavagv31001306m,maize1
gene583,Sobic.001G104000,Zm00001d033879,Pavagv31001307m,maize1
gene584,Sobic.001G104100,Zm00001d033878,Pavagv31001311m,maize1
gene585,Sobic.001G104400,Zm00001d033877,Pavagv31001317m,maize1
gene586,Sobic.001G104500,Zm00001d033876,Pavagv31001318m,maize1
gene587,Sobic.001G104600,Zm00001d033874,Pavagv31001320m,maize1
gene588,Sobic.001G104800,Zm00001d033873,Pavagv31001323m,maize1
gene589,Sobic.001G104900,Zm00001d033872,Pavagv31001324m,maize1
gene590,Sobic.001G105000,Zm00001d033870,Pavagv31001328m,maize1
gene591,Sobic.001G105400,Zm00001d033869,Pavagv31001335m,maize1
gene592,Sobic.001G105700,Zm00001d033866,Pavagv31001337m,maize1
gene593,Sobic.001G105800,Zm00001d033863,Pavagv31001338m,maize1
gene594,Sobic.001G105900,Zm00001d033862,Pavagv31001342m,maize1
gene595,Sobic.001G106000,Zm00001d033861,Pavagv31001349m,maize1
gene596,Sobic.001G106100,Zm00001d033860,Pavagv31001347m,maize1
gene597,Sobic.001G106200,Zm00001d033859,Pavagv31001349m,maize1
gene598,Sobic.001G106300,Zm00001d033858,Pavagv31001351m,maize1
gene599,Sobic.001G106500,Zm00001d033857,Pavagv31001354m,maize1
gene600,Sobic.001G106600,Zm00001d033855,Pavagv31001357m,maize1
gene601,Sobic.001G106700,Zm00001d033854,Pavagv31001358m,maize1
gene602,Sobic.001G106900,Zm00001d033853,Pavagv31001360m,maize1
gene603,Sobic.001G107100,Zm00001d033850,Pavagv31001362m,maize1
gene604,Sobic.001G107200,Zm00001d033850,Pavagv31001362m,maize1
gene605,Sobic.001G107300,Zm00001d033849,Pavagv31001363m,maize1
gene606,Sobic.001G107400,Zm00001d033848,Pavagv31001365m,maize1
gene607,Sobic.001G107900,Zm00001d033843,Pavagv31001369m,maize1
gene608,Sobic.001G108200,Zm00001d033840,Pavagv31001373m,maize1
gene609,Sobic.001G108400,Zm00001d033839,Pavagv31001374m,maize1
gene610,Sobic.001G108500,Zm00001d033836,Pavagv31001375m,maize1
gene611,Sobic.001G108600,Zm00001d033836,Pavagv31001376m,maize1
gene612,Sobic.001G108700,Zm00001d033836,Pavagv31001377m,maize1
gene613,Sobic.001G108800,Zm00001d033835,Pavagv31001380m,maize1
gene614,Sobic.001G109100,Zm00001d033834,Pavagv31001383m,maize1
gene615,Sobic.001G109300,Zm00001d033830,Pavagv31001385m,maize1
gene616,Sobic.001G109400,Zm00001d033829,Pavagv31001386m,maize1
gene617,Sobic.001G109700,Zm00001d033827,Pavagv31001390m,maize1
gene618,Sobic.001G109800,Zm00001d033825,Pavagv31001393m,maize1
gene619,Sobic.001G109900,Zm00001d033823,Pavagv31001394m,maize1
gene620,Sobic.001G110000,Zm00001d033822,Pavagv31001395m,maize1
gene621,Sobic.001G110100,Zm00001d033821,Pavagv31001396m,maize1
gene622,Sobic.001G110300,Zm00001d033818,Pavagv31001400m,maize1
gene623,Sobic.001G110600,Zm00001d033817,Pavagv31001402m,maize1
gene624,Sobic.001G110900,Zm00001d033815,Pavagv31001404m,maize1
gene625,Sobic.001G111000,Zm00001d033805,Pavagv31001405m,maize1
gene626,Sobic.001G111150,Zm00001d033800,Pavagv31001406m,maize1
gene627,Sobic.001G111366,Zm00001d033799,Pavagv31001408m,maize1
gene628,Sobic.001G111500,Zm00001d033799,Pavagv31001408m,maize1
gene629,Sobic.001G111600,Zm00001d033798,Pavagv31001411m,maize1
gene630,Sobic.001G111700,Zm00001d033797,Pavagv31001412m,maize1
gene631,Sobic.001G111800,Zm00001d033795,Pavagv31001413m,maize1
gene632,Sobic.001G112000,Zm00001d033795,Pavagv31001416m,maize1
gene633,Sobic.001G112100,Zm00001d033794,Pavagv31001421m,maize1
gene634,Sobic.001G112200,Zm00001d033793,Pavagv31001422m,maize1
gene635,Sobic.001G112400,Zm00001d033792,Pavagv31001423m,maize1
gene636,Sobic.001G112500,Zm00001d033791,Pavagv31001424m,maize1
gene637,Sobic.001G112600,Zm00001d033790,Pavagv31001427m,maize1
gene638,Sobic.001G112700,Zm00001d033788,Pavagv31001428m,maize1
gene639,Sobic.001G112900,Zm00001d033787,Pavagv31001429m,maize1
gene640,Sobic.001G113200,Zm00001d033786,Pavagv31001431m,maize1
gene641,Sobic.001G113700,Zm00001d033778,Pavagv31001432m,maize1
gene642,Sobic.001G113800,Zm00001d033777,Pavagv31001435m,maize1
gene643,Sobic.001G114000,Zm00001d033776,Pavagv31001438m,maize1
gene644,Sobic.001G114400,Zm00001d033775,Pavagv31001446m,maize1
gene645,Sobic.001G115300,Zm00001d033766,Pavagv31001460m,maize1
gene646,Sobic.001G115400,Zm00001d033765,Pavagv31001463m,maize1
gene647,Sobic.001G115500,Zm00001d033764,Pavagv31001464m,maize1
gene648,Sobic.001G115600,Zm00001d033754,Pavagv31001465m,maize1
gene649,Sobic.001G115700,Zm00001d033753,Pavagv31001466m,maize1
gene650,Sobic.001G116000,Zm00001d033751,Pavagv31001469m,maize1
gene651,Sobic.001G116100,Zm00001d033750,Pavagv31001470m,maize1
gene652,Sobic.001G116200,Zm00001d033749,Pavagv31001471m,maize1
gene653,Sobic.001G116400,Zm00001d033747,Pavagv31001472m,maize1
gene654,Sobic.001G116500,Zm00001d033746,Pavagv31001473m,maize1
gene655,Sobic.001G116600,Zm00001d033745,Pavagv31001474m,maize1
gene656,Sobic.001G116700,Zm00001d033744,Pavagv31001475m,maize1
gene657,Sobic.001G116900,Zm00001d033738,Pavagv31001477m,maize1
gene658,Sobic.001G117200,Zm00001d033726,Pavagv31001479m,maize1
gene659,Sobic.001G117400,Zm00001d033727,Pavagv31001480m,maize1
gene660,Sobic.001G117500,Zm00001d033730,Pavagv31001481m,maize1
gene661,Sobic.001G117800,Zm00001d033734,Pavagv31001482m,maize1
gene662,Sobic.001G118100,Zm00001d033719,Pavagv31001484m,maize1
gene663,Sobic.001G118300,Zm00001d033718,Pavagv31001486m,maize1
gene664,Sobic.001G118400,Zm00001d033717,Pavagv31001487m,maize1
gene665,Sobic.001G118800,Zm00001d033716,Pavagv31001490m,maize1
gene666,Sobic.001G118900,Zm00001d033714,Pavagv31001491m,maize1
gene667,Sobic.001G119000,Zm00001d033711,Pavagv31001496m,maize1
gene668,Sobic.001G119100,Zm00001d033710,Pavagv31001496m,maize1
gene669,Sobic.001G119200,Zm00001d033709,Pavagv31001497m,maize1
gene670,Sobic.001G119400,Zm00001d033707,Pavagv31001499m,maize1
gene671,Sobic.001G119500,Zm00001d033707,Pavagv31001499m,maize1
gene672,Sobic.001G119700,Zm00001d033706,Pavagv31001502m,maize1
gene673,Sobic.001G119800,Zm00001d033705,Pavagv31001506m,maize1
gene674,Sobic.001G119900,Zm00001d033704,Pavagv31001509m,maize1
gene675,Sobic.001G120200,Zm00001d033685,Pavagv31001512m,maize1
gene676,Sobic.001G120300,Zm00001d033684,Pavagv31001513m,maize1
gene677,Sobic.001G120400,Zm00001d033683,Pavagv31001514m,maize1
gene678,Sobic.001G120500,Zm00001d033682,Pavagv31001515m,maize1
gene679,Sobic.001G120900,Zm00001d033680,Pavagv31001516m,maize1
gene680,Sobic.001G121100,Zm00001d033675,Pavagv31001517m,maize1
gene681,Sobic.001G121200,Zm00001d033674,Pavagv31001518m,maize1
gene682,Sobic.001G121600,Zm00001d033673,Pavagv31001520m,maize1
gene683,Sobic.001G121700,Zm00001d033671,Pavagv31001522m,maize1
gene684,Sobic.001G121900,Zm00001d033670,Pavagv31001526m,maize1
gene685,Sobic.001G122000,Zm00001d033669,Pavagv31001527m,maize1
gene686,Sobic.001G122100,Zm00001d033668,Pavagv31001532m,maize1
gene687,Sobic.001G122300,Zm00001d033666,Pavagv31001538m,maize1
gene688,Sobic.001G122400,Zm00001d033665,Pavagv31001541m,maize1
gene689,Sobic.001G122500,Zm00001d033664,Pavagv31001542m,maize1
gene690,Sobic.001G122766,Zm00001d033656,Pavagv31001543m,maize1
gene691,Sobic.001G122832,Zm00001d033655,Pavagv31001544m,maize1
gene692,Sobic.001G122900,Zm00001d033654,Pavagv31001545m,maize1
gene693,Sobic.001G123000,Zm00001d033652,Pavagv31001548m,maize1
gene694,Sobic.001G123100,Zm00001d033651,Pavagv31001550m,maize1
gene695,Sobic.001G123201,Zm00001d033650,Pavagv31001551m,maize1
gene696,Sobic.001G123300,Zm00001d033649,Pavagv31001551m,maize1
gene697,Sobic.001G123600,Zm00001d033648,Pavagv31001554m,maize1
gene698,Sobic.001G124000,Zm00001d033646,Pavagv31001557m,maize1
gene699,Sobic.001G124100,Zm00001d033645,Pavagv31001558m,maize1
gene700,Sobic.001G124200,Zm00001d033642,Pavagv31001561m,maize1
gene701,Sobic.001G124300,Zm00001d033641,Pavagv31001563m,maize1
gene702,Sobic.001G124400,Zm00001d033640,Pavagv31001564m,maize1
gene703,Sobic.001G124500,Zm00001d033637,Pavagv31001565m,maize1
gene704,Sobic.001G124600,Zm00001d033636,Pavagv31001566m,maize1
gene705,Sobic.001G124800,Zm00001d033634,Pavagv31001568m,maize1
gene706,Sobic.001G125000,Zm00001d033633,Pavagv31001569m,maize1
gene707,Sobic.001G125200,Zm00001d033632,Pavagv31001571m,maize1
gene708,Sobic.001G125300,Zm00001d033625,Pavagv31001572m,maize1
gene709,Sobic.001G125400,Zm00001d033625,Pavagv31001578m,maize1
gene710,Sobic.001G125500,Zm00001d033625,Pavagv31001572m,maize1
gene711,Sobic.001G125700,Zm00001d033624,Pavagv31001583m,maize1
gene712,Sobic.001G125800,Zm00001d033624,Pavagv31001583m,maize1
gene713,Sobic.001G125900,Zm00001d033623,Pavagv31001584m,maize1
gene714,Sobic.001G126100,Zm00001d033621,Pavagv31001585m,maize1
gene715,Sobic.001G126200,Zm00001d033620,Pavagv31001587m,maize1
gene716,Sobic.001G126300,Zm00001d033619,Pavagv31001588m,maize1
