CommonID,Sorghum,Setaria,Oropetium,Rice,Brachy,Paspalum,Maize
SynPair465,Sobic.001G045900,Seita.9G044300,Ot_Chr4_n34969,LOC_Os03g59330,Bradi1g04630,Pavagv31000564m,Zm00001d034551
SynPair467,Sobic.001G046100,Seita.9G044700,Ot_Chr4_07942,LOC_Os03g59310,Bradi1g04660,Pavagv31000566m,Zm00001d034550
SynPair469,Sobic.001G046300,Seita.9G044700,Ot_Chr4_07942,LOC_Os03g59310,Bradi1g04660,Pavagv31000566m,Zm00001d034550
SynPair470,Sobic.001G046400,Seita.9G044900,Ot_Chr4_07941,LOC_Os03g59300,Bradi1g04670,Pavagv31000567m,Zm00001d034547
SynPair474,Sobic.001G046800,Seita.9G045000,Ot_Chr4_n35679,LOC_Os03g59280,Bradi1g04690,Pavagv31000568m,Zm00001d034546
SynPair478,Sobic.001G047200,Seita.9G045900,Ot_Chr4_n35017,LOC_Os03g59240,Bradi1g04720,Pavagv31000574m,Zm00001d034533
SynPair483,Sobic.001G047800,Seita.9G046200,Ot_Chr4_n35018,LOC_Os03g59220,Bradi1g04740,Pavagv31000580m,Zm00001d034528
SynPair484,Sobic.001G047900,Seita.9G046300,Ot_Chr4_07929,LOC_Os03g59200,Bradi1g04760,Pavagv31000581m,Zm00001d034527
SynPair485,Sobic.001G048000,Seita.9G046400,Ot_Chr4_07928,LOC_Os03g59180,Bradi1g04780,Pavagv31050478m,Zm00001d034526
SynPair486,Sobic.001G048100,Seita.9G046500,Ot_Chr4_07927,LOC_Os03g59170,Bradi1g04790,Pavagv31050481m,Zm00001d034525
SynPair487,Sobic.001G048200,Seita.9G046600,Ot_Chr4_n35016,LOC_Os03g59160,Bradi1g04800,Pavagv31050482m,Zm00001d034524
SynPair489,Sobic.001G048400,Seita.9G046700,Ot_Chr4_n35694,LOC_Os03g59110,Bradi1g04810,Pavagv31050484m,Zm00001d034523
SynPair490,Sobic.001G048500,Seita.9G046700,Ot_Chr4_07924,LOC_Os03g59100,Bradi1g04810,Pavagv31050484m,Zm00001d034523
SynPair491,Sobic.001G048600,Seita.9G046900,Ot_Chr4_n35014,LOC_Os03g59110,Bradi1g04810,Pavagv31050484m,Zm00001d034523
SynPair497,Sobic.001G049200,Seita.9G047100,Ot_Chr4_07922,LOC_Os03g59080,Bradi1g04830,Pavagv31000606m,Zm00001d034519
SynPair498,Sobic.001G049300,Seita.9G047300,Ot_Chr4_07921,LOC_Os03g59070,Bradi1g04840,Pavagv31000607m,Zm00001d034518
SynPair499,Sobic.001G049400,Seita.9G047400,Ot_Chr4_n35037,LOC_Os03g59060,Bradi1g04850,Pavagv31000609m,Zm00001d034517
SynPair501,Sobic.001G049600,Seita.9G047500,Ot_Chr4_07918,LOC_Os03g59040,Bradi1g04900,Pavagv31000611m,Zm00001d034516
SynPair506,Sobic.001G050100,Seita.9G048000,Ot_Chr4_n35699,LOC_Os03g58980,Bradi1g04907,Pavagv31000614m,Zm00001d034514
SynPair508,Sobic.001G050300,Seita.9G048200,Ot_Chr4_07913,LOC_Os03g58940,Bradi1g04930,Pavagv31000617m,Zm00001d034513
SynPair509,Sobic.001G050400,Seita.9G048300,Ot_Chr4_07912,LOC_Os03g58930,Bradi1g04940,Pavagv31000618m,Zm00001d034512
SynPair510,Sobic.001G050500,Seita.9G048400,Ot_Chr4_n35036,LOC_Os03g58920,Bradi1g04990,Pavagv31000621m,Zm00001d034511
SynPair511,Sobic.001G050600,Seita.9G048500,Ot_Chr4_07910,LOC_Os03g58910,Bradi1g04980,Pavagv31000622m,Zm00001d034510
SynPair514,Sobic.001G050800,Seita.9G048700,Ot_Chr4_07909,LOC_Os03g58900,Bradi1g04957,Pavagv31000621m,Zm00001d034508
SynPair516,Sobic.001G051100,Seita.9G049200,Ot_Chr4_07906,LOC_Os03g58850,Bradi1g05020,Pavagv31000628m,Zm00001d034506
SynPair517,Sobic.001G051200,Seita.9G049300,Ot_Chr4_07905,LOC_Os03g58840,Bradi1g05030,Pavagv31000629m,Zm00001d034505
SynPair518,Sobic.001G051300,Seita.9G049500,Ot_Chr4_07904,LOC_Os03g58830,Bradi1g05037,Pavagv31000631m,Zm00001d034503
SynPair519,Sobic.001G051400,Seita.9G049600,Ot_Chr7_23114,LOC_Os03g58820,Bradi1g54700,Pavagv31000633m,Zm00001d034502
SynPair522,Sobic.001G051700,Seita.9G050100,Ot_Chr4_07900,LOC_Os03g58780,Bradi1g05070,Pavagv31000637m,Zm00001d034498
SynPair523,Sobic.001G051800,Seita.9G050200,Ot_Chr4_07898,LOC_Os03g58764,Bradi1g05080,Pavagv31000638m,Zm00001d034497
SynPair527,Sobic.001G052300,Seita.9G050900,Ot_Chr4_27217,LOC_Os03g58740,Bradi1g05100,Pavagv31000645m,Zm00001d034494
SynPair531,Sobic.001G052600,Seita.9G051100,Ot_Chr4_n35084,LOC_Os03g58710,Bradi1g05116,Pavagv31000654m,Zm00001d034493
SynPair532,Sobic.001G052700,Seita.9G051300,Ot_Chr4_07891,LOC_Os03g58700,Bradi1g05122,Pavagv31000658m,Zm00001d034492
SynPair534,Sobic.001G052900,Seita.9G051500,Ot_Chr4_n35085,LOC_Os03g58630,Bradi1g05150,Pavagv31000661m,Zm00001d034491
SynPair542,Sobic.001G053800,Seita.9G052100,Ot_Chr4_07887,LOC_Os03g58590,Bradi1g05170,Pavagv31000672m,Zm00001d034490
SynPair543,Sobic.001G053900,Seita.9G052200,Ot_Chr4_07885,LOC_Os03g58580,Bradi1g05180,Pavagv31000673m,Zm00001d034488
SynPair544,Sobic.001G054000,Seita.9G052300,Ot_Chr4_07884,LOC_Os03g58570,Bradi1g05190,Pavagv31000675m,Zm00001d034487
SynPair546,Sobic.001G054100,Seita.9G052400,Ot_Chr4_07882,LOC_Os03g58540,Bradi1g05240,Pavagv31000676m,Zm00001d034486
SynPair548,Sobic.001G054300,Seita.9G052600,Ot_Chr4_07880,LOC_Os03g58510,Bradi1g05290,Pavagv31000678m,Zm00001d034484
SynPair550,Sobic.001G054500,Seita.9G052700,Ot_Chr4_n35129,LOC_Os03g58500,Bradi1g05301,Pavagv31000679m,Zm00001d034482
SynPair552,Sobic.001G054700,Seita.9G053400,Ot_Chr4_07879,LOC_Os03g58480,Bradi1g05320,Pavagv31000681m,Zm00001d034480
SynPair557,Sobic.001G055400,Seita.9G053700,Ot_Chr4_07876,LOC_Os03g58420,Bradi1g05346,Pavagv31000683m,Zm00001d034475
SynPair558,Sobic.001G055600,Seita.9G053900,Ot_Chr4_n35726,LOC_Os03g58410,Bradi1g05371,Pavagv31000685m,Zm00001d034469
SynPair561,Sobic.001G055900,Seita.9G054100,Ot_Chr4_07873,LOC_Os03g58390,Bradi1g05390,Pavagv31000689m,Zm00001d034468
SynPair563,Sobic.001G056100,Seita.9G054500,Ot_Chr4_07871,LOC_Os03g58350,Bradi1g05410,Pavagv31000691m,Zm00001d034463
SynPair564,Sobic.001G056200,Seita.9G054600,Ot_Chr4_07870,LOC_Os03g58340,Bradi1g05420,Pavagv31000692m,Zm00001d034462
SynPair566,Sobic.001G056400,Seita.9G054900,Ot_Chr4_07868,LOC_Os03g58290,Bradi1g05450,Pavagv31000696m,Zm00001d034453
SynPair567,Sobic.001G056500,Seita.9G055000,Ot_Chr4_07868,LOC_Os03g58290,Bradi1g05450,Pavagv31000698m,Zm00001d034453
SynPair568,Sobic.001G056601,Seita.9G055400,Ot_Chr4_07868,LOC_Os03g58260,Bradi1g05450,Pavagv31000696m,Zm00001d034460
SynPair569,Sobic.001G056700,Seita.9G055600,Ot_Chr4_07866,LOC_Os03g58250,Bradi1g55446,Pavagv31000700m,Zm00001d034457
SynPair570,Sobic.001G056800,Seita.9G055700,Ot_Chr4_07864,LOC_Os03g58240,Bradi1g05490,Pavagv31000702m,Zm00001d034446
SynPair572,Sobic.001G057100,Seita.9G055800,Ot_Chr4_07862,LOC_Os03g58230,Bradi1g55480,Pavagv31000704m,Zm00001d034444
SynPair575,Sobic.001G057400,Seita.9G056100,Ot_Chr4_07860,LOC_Os03g58190,Bradi1g05520,Pavagv31000707m,Zm00001d034439
SynPair576,Sobic.001G057500,Seita.9G056200,Ot_Chr4_n35200,LOC_Os03g58180,Bradi1g05530,Pavagv31000710m,Zm00001d034435
SynPair577,Sobic.001G057600,Seita.9G056300,Ot_Chr4_07858,LOC_Os03g58170,Bradi1g05540,Pavagv31000713m,Zm00001d034433
SynPair578,Sobic.001G057700,Seita.9G056400,Ot_Chr4_07857,LOC_Os03g58160,Bradi1g05550,Pavagv31000714m,Zm00001d034433
SynPair579,Sobic.001G057800,Seita.9G056500,Ot_Chr4_07856,LOC_Os03g58150,Bradi1g05560,Pavagv31000715m,Zm00001d034432
SynPair580,Sobic.001G057900,Seita.9G056600,Ot_Chr4_07855,LOC_Os03g58140,Bradi1g05570,Pavagv31000716m,Zm00001d034431
SynPair582,Sobic.001G058100,Seita.9G056700,Ot_Chr4_07854,LOC_Os03g58130,Bradi1g05580,Pavagv31000717m,Zm00001d034429
SynPair583,Sobic.001G058200,Seita.9G056900,Ot_Chr4_07852,LOC_Os03g58120,Bradi1g05590,Pavagv31000718m,Zm00001d034428
SynPair586,Sobic.001G058500,Seita.9G057200,Ot_Chr4_07848,LOC_Os03g58090,Bradi1g05620,Pavagv31000722m,Zm00001d034425
SynPair587,Sobic.001G058600,Seita.9G057300,Ot_Chr4_07847,LOC_Os03g58080,Bradi1g05630,Pavagv31000723m,Zm00001d034424
SynPair590,Sobic.001G058900,Seita.9G057600,Ot_Chr4_07844,LOC_Os03g58050,Bradi1g05670,Pavagv31000726m,Zm00001d034422
SynPair593,Sobic.001G059150,Seita.9G057800,Ot_Chr4_n35744,LOC_Os03g58030,Bradi1g05817,Pavagv31000729m,Zm00001d034419
SynPair595,Sobic.001G059300,Seita.9G057800,Ot_Chr4_07842,LOC_Os03g58030,Bradi1g05817,Pavagv31000729m,Zm00001d034419
SynPair596,Sobic.001G059400,Seita.9G058300,Ot_Chr4_07842,LOC_Os03g58020,Bradi1g05817,Pavagv31000731m,Zm00001d034418
SynPair597,Sobic.001G059500,Seita.9G058400,Ot_Chr4_n35199,LOC_Os03g57990,Bradi1g05827,Pavagv31000732m,Zm00001d034416
SynPair598,Sobic.001G059600,Seita.9G058700,Ot_Chr4_07841,LOC_Os03g57980,Bradi1g05837,Pavagv31000733m,Zm00001d034415
SynPair599,Sobic.001G059700,Seita.9G058800,Ot_Chr4_07840,LOC_Os03g57970,Bradi1g05850,Pavagv31000734m,Zm00001d034414
SynPair601,Sobic.001G059900,Seita.9G059000,Ot_Chr4_n35242,LOC_Os03g57950,Bradi1g05920,Pavagv31000737m,Zm00001d034410
SynPair614,Sobic.001G061101,Seita.9G060100,Ot_Chr4_n35756,LOC_Os03g57750,Bradi1g06122,Pavagv31000743m,Zm00001d034407
SynPair617,Sobic.001G061400,Seita.9G060300,Ot_Chr4_07832,LOC_Os03g57780,Bradi1g06100,Pavagv31000753m,Zm00001d034405
SynPair618,Sobic.001G061500,Seita.9G060400,Ot_Chr4_07831,LOC_Os03g57790,Bradi1g06090,Pavagv31000757m,Zm00001d034404
SynPair620,Sobic.001G061700,Seita.9G060600,Ot_Chr4_07829,LOC_Os03g57854,Bradi1g06070,Pavagv31000759m,Zm00001d034400
SynPair624,Sobic.001G062066,Seita.9G061000,Ot_Chr4_n35246,LOC_Os03g57730,Bradi1g56552,Pavagv31000762m,Zm00001d034396
SynPair625,Sobic.001G062132,Seita.9G061000,Ot_Chr4_n35246,LOC_Os03g57730,Bradi1g05990,Pavagv31000762m,Zm00001d034396
SynPair628,Sobic.001G062300,Seita.9G061200,Ot_Chr4_07821,LOC_Os03g57690,Bradi1g06177,Pavagv31000768m,Zm00001d034388
SynPair630,Sobic.001G062500,Seita.9G061200,Ot_Chr4_07821,LOC_Os03g57690,Bradi1g06177,Pavagv31000768m,Zm00001d034388
SynPair631,Sobic.001G062600,Seita.9G061300,Ot_Chr4_07821,LOC_Os03g57690,Bradi1g06200,Pavagv31000766m,Zm00001d034387
SynPair634,Sobic.001G062800,Seita.9G061700,Ot_Chr4_n35288,LOC_Os03g57670,Bradi1g06225,Pavagv31000771m,Zm00001d034384
SynPair635,Sobic.001G062900,Seita.9G061800,Ot_Chr4_07817,LOC_Os03g57660,Bradi1g06230,Pavagv31000772m,Zm00001d034383
SynPair637,Sobic.001G063100,Seita.9G062200,Ot_Chr4_n35286,LOC_Os03g57530,Bradi1g06250,Pavagv31000774m,Zm00001d034380
SynPair638,Sobic.001G063200,Seita.9G062300,Ot_Chr4_27535,LOC_Os03g57520,Bradi1g56950,Pavagv31000775m,Zm00001d034379
SynPair639,Sobic.001G063300,Seita.9G062400,Ot_Chr4_07812,LOC_Os03g57510,Bradi1g56970,Pavagv31000776m,Zm00001d034376
SynPair641,Sobic.001G063500,Seita.9G062600,Ot_Chr4_07810,LOC_Os03g57460,Bradi1g06290,Pavagv31000780m,Zm00001d034373
SynPair642,Sobic.001G063600,Seita.9G062700,Ot_Chr4_07812,LOC_Os03g57450,Bradi1g06270,Pavagv31000781m,Zm00001d034372
SynPair643,Sobic.001G063700,Seita.9G062800,Ot_Chr4_07806,LOC_Os03g57430,Bradi1g06310,Pavagv31000782m,Zm00001d034371
SynPair645,Sobic.001G063900,Seita.9G063000,Ot_Chr4_07803,LOC_Os03g57410,Bradi1g06330,Pavagv31000784m,Zm00001d034369
SynPair650,Sobic.001G064500,Seita.9G063100,Ot_Chr4_07802,LOC_Os03g57340,Bradi1g06340,Pavagv31000785m,Zm00001d034368
SynPair651,Sobic.001G064600,Seita.9G063200,Ot_Chr4_07801,LOC_Os03g57330,Bradi1g06350,Pavagv31000788m,Zm00001d034366
SynPair654,Sobic.001G064900,Seita.9G063400,Ot_Chr4_07799,LOC_Os03g57310,Bradi1g06372,Pavagv31000791m,Zm00001d034365
SynPair655,Sobic.001G065000,Seita.9G063600,Ot_Chr4_07798,LOC_Os03g57300,Bradi1g06380,Pavagv31000792m,Zm00001d034364
SynPair656,Sobic.001G065100,Seita.9G063700,Ot_Chr4_07797,LOC_Os03g57290,Bradi1g06387,Pavagv31000793m,Zm00001d034361
SynPair659,Sobic.001G065300,Seita.9G063900,Ot_Chr4_07795,LOC_Os03g57260,Bradi1g06410,Pavagv31000799m,Zm00001d034360
SynPair661,Sobic.001G065500,Seita.9G064000,Ot_Chr4_07794,LOC_Os03g57240,Bradi1g06420,Pavagv31000800m,Zm00001d034359
SynPair663,Sobic.001G065700,Seita.9G064300,Ot_Chr4_07792,LOC_Os03g57210,Bradi1g06440,Pavagv31000804m,Zm00001d034358
SynPair664,Sobic.001G065800,Seita.9G064400,Ot_Chr4_n35777,LOC_Os03g57200,Bradi1g06452,Pavagv31000805m,Zm00001d034356
SynPair665,Sobic.001G065900,Seita.9G064400,Ot_Chr4_n35777,LOC_Os03g57200,Bradi1g06452,Pavagv31000805m,Zm00001d034356
SynPair666,Sobic.001G066000,Seita.9G064500,Ot_Chr4_07789,LOC_Os03g57200,Bradi1g06452,Pavagv31000805m,Zm00001d034356
SynPair667,Sobic.001G066100,Seita.9G064600,Ot_Chr4_07788,LOC_Os03g57190,Bradi1g06460,Pavagv31000806m,Zm00001d034353
SynPair668,Sobic.001G066300,Seita.9G064700,Ot_Chr4_07786,LOC_Os03g57170,Bradi1g06470,Pavagv31000807m,Zm00001d034351
SynPair670,Sobic.001G066500,Seita.9G064800,Ot_Chr4_07785,LOC_Os03g57160,Bradi1g06480,Pavagv31000808m,Zm00001d034350
SynPair672,Sobic.001G066700,Seita.9G065000,Ot_Chr4_07783,LOC_Os03g57140,Bradi1g06511,Pavagv31000810m,Zm00001d034346
SynPair676,Sobic.001G067100,Seita.9G065400,Ot_Chr4_07781,LOC_Os03g57120,Bradi1g06540,Pavagv31000812m,Zm00001d034345
SynPair677,Sobic.001G067200,Seita.9G065500,Ot_Chr4_07780,LOC_Os03g57110,Bradi1g06570,Pavagv31000814m,Zm00001d034344
SynPair679,Sobic.001G067400,Seita.9G065700,Ot_Chr4_07778,LOC_Os03g57090,Bradi1g06590,Pavagv31000817m,Zm00001d034341
SynPair680,Sobic.001G067500,Seita.9G065800,Ot_Chr4_07777,LOC_Os03g57080,Bradi1g06610,Pavagv31000818m,Zm00001d034340
SynPair682,Sobic.001G067700,Seita.9G066100,Ot_Chr4_07776,LOC_Os03g57070,Bradi1g06620,Pavagv31000820m,Zm00001d034338
SynPair690,Sobic.001G068301,Seita.9G067200,Ot_Chr4_n35378,LOC_Os03g56950,Bradi1g06670,Pavagv31000833m,Zm00001d034298
SynPair694,Sobic.001G068700,Seita.9G067600,Ot_Chr4_07771,LOC_Os03g56900,Bradi1g06700,Pavagv31000843m,Zm00001d034313
SynPair695,Sobic.001G068800,Seita.9G067700,Ot_Chr4_07770,LOC_Os03g56890,Bradi1g06710,Pavagv31000844m,Zm00001d034312
SynPair699,Sobic.001G069200,Seita.9G068100,Ot_Chr4_07767,LOC_Os03g56860,Bradi1g06760,Pavagv31000849m,Zm00001d034307
SynPair702,Sobic.001G069500,Seita.9G068300,Ot_Chr4_n35382,LOC_Os03g56840,Bradi1g06772,Pavagv31000851m,Zm00001d034318
SynPair703,Sobic.001G069600,Seita.9G068400,Ot_Chr4_07765,LOC_Os03g56830,Bradi1g06780,Pavagv31000852m,Zm00001d034317
SynPair704,Sobic.001G069700,Seita.9G068500,Ot_Chr4_07764,LOC_Os03g56820,Bradi1g06790,Pavagv31000853m,Zm00001d034319
SynPair706,Sobic.001G069900,Seita.9G068700,Ot_Chr4_07762,LOC_Os03g56800,Bradi1g06810,Pavagv31000859m,Zm00001d034320
SynPair707,Sobic.001G070000,Seita.9G068800,Ot_Chr4_07761,LOC_Os03g56790,Bradi1g06821,Pavagv31000860m,Zm00001d034326
SynPair709,Sobic.001G070200,Seita.9G069000,Ot_Chr4_07758,LOC_Os03g56782,Bradi1g06830,Pavagv31000862m,Zm00001d034330
SynPair710,Sobic.001G070300,Seita.9G069100,Ot_Chr4_07758,LOC_Os03g56700,Bradi1g06840,Pavagv31000863m,Zm00001d034331
SynPair712,Sobic.001G070500,Seita.9G069300,Ot_Chr4_07756,LOC_Os03g56670,Bradi1g06890,Pavagv31000871m,Zm00001d034283
SynPair715,Sobic.001G070800,Seita.9G069500,Ot_Chr4_07753,LOC_Os03g56610,Bradi1g06930,Pavagv31000876m,Zm00001d034279
SynPair716,Sobic.001G070900,Seita.9G069600,Ot_Chr4_07752,LOC_Os03g56590,Bradi1g06960,Pavagv31000877m,Zm00001d034278
SynPair717,Sobic.001G071000,Seita.9G069700,Ot_Chr4_n35387,LOC_Os03g56580,Bradi1g06970,Pavagv31000878m,Zm00001d034277
SynPair718,Sobic.001G071100,Seita.9G069800,Ot_Chr4_07749,LOC_Os03g56540,Bradi1g06980,Pavagv31000879m,Zm00001d034270
SynPair725,Sobic.001G071700,Seita.9G071200,Ot_Chr4_n35384,LOC_Os03g56470,Bradi1g07010,Pavagv31000888m,Zm00001d034257
SynPair737,Sobic.001G072700,Seita.9G072000,Ot_Chr4_07735,LOC_Os03g56420,Bradi1g07070,Pavagv31000894m,Zm00001d034255
SynPair738,Sobic.001G072800,Seita.9G072100,Ot_Chr4_07733,LOC_Os03g56410,Bradi1g07080,Pavagv31000896m,Zm00001d034254
SynPair739,Sobic.001G072900,Seita.9G072300,Ot_Chr4_n35386,LOC_Os03g56400,Bradi1g07090,Pavagv31000898m,Zm00001d034253
SynPair741,Sobic.001G073150,Seita.9G072500,Ot_Chr4_07729,LOC_Os03g56380,Bradi1g07101,Pavagv31000903m,Zm00001d034250
SynPair742,Sobic.001G073300,Seita.9G072600,Ot_Chr4_07728,LOC_Os03g56370,Bradi1g07120,Pavagv31000904m,Zm00001d034249
SynPair743,Sobic.001G073400,Seita.9G072700,Ot_Chr4_07727,LOC_Os03g56320,Bradi1g07133,Pavagv31000905m,Zm00001d034248
SynPair744,Sobic.001G073500,Seita.9G072800,Ot_Chr4_07726,LOC_Os03g56310,Bradi1g07140,Pavagv31000907m,Zm00001d034245
SynPair746,Sobic.001G073600,Seita.9G072900,Ot_Chr4_07724,LOC_Os03g56300,Bradi1g07150,Pavagv31000908m,Zm00001d034244
SynPair749,Sobic.001G073900,Seita.9G073100,Ot_Chr4_07722,LOC_Os03g56280,Bradi1g07170,Pavagv31000911m,Zm00001d034241
SynPair750,Sobic.001G074000,Seita.9G073200,Ot_Chr4_n35391,LOC_Os03g56270,Bradi1g07180,Pavagv31000912m,Zm00001d034240
SynPair751,Sobic.001G074100,Seita.9G073300,Ot_Chr4_07718,LOC_Os03g56260,Bradi1g07190,Pavagv31000914m,Zm00001d034239
SynPair752,Sobic.001G074200,Seita.9G073700,Ot_Chr4_n35393,LOC_Os03g56250,Bradi1g07200,Pavagv31000917m,Zm00001d034237
SynPair753,Sobic.001G074300,Seita.9G073900,Ot_Chr4_n35393,LOC_Os03g56241,Bradi1g07210,Pavagv31000919m,Zm00001d034223
SynPair754,Sobic.001G074400,Seita.9G074100,Ot_Chr4_07712,LOC_Os03g56220,Bradi1g07220,Pavagv31000920m,Zm00001d034221
SynPair757,Sobic.001G074700,Seita.9G074400,Ot_Chr4_07709,LOC_Os03g56190,Bradi1g07230,Pavagv31000923m,Zm00001d034218
SynPair760,Sobic.001G075000,Seita.9G074500,Ot_Chr4_n35392,LOC_Os03g56160,Bradi1g07237,Pavagv31000926m,Zm00001d034217
SynPair761,Sobic.001G075101,Seita.9G074700,Ot_Chr4_07708,LOC_Os03g56110,Bradi1g07247,Pavagv31000928m,Zm00001d034212
SynPair763,Sobic.001G075300,Seita.9G074800,Ot_Chr4_07707,LOC_Os03g56090,Bradi1g07260,Pavagv31000929m,Zm00001d034207
SynPair765,Sobic.001G075400,Seita.9G074900,Ot_Chr4_07706,LOC_Os03g56070,Bradi1g07270,Pavagv31000933m,Zm00001d034206
SynPair767,Sobic.001G075600,Seita.9G075000,Ot_Chr4_n35396,LOC_Os03g56060,Bradi1g07277,Pavagv31000934m,Zm00001d034205
SynPair768,Sobic.001G075700,Seita.9G075100,Ot_Chr4_07704,LOC_Os03g56050,Bradi1g07290,Pavagv31000935m,Zm00001d034204
SynPair770,Sobic.001G075900,Seita.9G075300,Ot_Chr4_07703,LOC_Os03g56010,Bradi1g07310,Pavagv31000937m,Zm00001d034199
SynPair772,Sobic.001G076000,Seita.9G075400,Ot_Chr4_07702,LOC_Os03g56000,Bradi1g07320,Pavagv31000939m,Zm00001d034198
SynPair773,Sobic.001G076100,Seita.9G075500,Ot_Chr4_n35790,LOC_Os03g55980,Bradi1g07330,Pavagv31000940m,Zm00001d034197
SynPair774,Sobic.001G076200,Seita.9G075800,Ot_Chr4_07701,LOC_Os03g55970,Bradi1g07340,Pavagv31000942m,Zm00001d034196
SynPair775,Sobic.001G076300,Seita.9G075900,Ot_Chr4_07700,LOC_Os03g55960,Bradi1g07350,Pavagv31000943m,Zm00001d034195
SynPair776,Sobic.001G076400,Seita.9G076000,Ot_Chr4_07699,LOC_Os03g55950,Bradi1g07360,Pavagv31000945m,Zm00001d034194
SynPair777,Sobic.001G076500,Seita.9G076300,Ot_Chr4_07697,LOC_Os03g55930,Bradi1g07370,Pavagv31000946m,Zm00001d034192
SynPair779,Sobic.001G076700,Seita.9G077100,Ot_Chr4_07695,LOC_Os03g55890,Bradi1g07390,Pavagv31000948m,Zm00001d034191
SynPair780,Sobic.001G076800,Seita.9G077200,Ot_Chr4_07693,LOC_Os03g55880,Bradi1g07420,Pavagv31000949m,Zm00001d034190
SynPair782,Sobic.001G076900,Seita.9G077300,Ot_Chr4_07692,LOC_Os03g55870,Bradi1g07430,Pavagv31000950m,Zm00001d034189
SynPair783,Sobic.001G077000,Seita.9G077400,Ot_Chr4_07691,LOC_Os03g55850,Bradi1g07441,Pavagv31000951m,Zm00001d034188
SynPair786,Sobic.001G077300,Seita.9G077800,Ot_Chr4_07685,LOC_Os03g55820,Bradi1g07470,Pavagv31000955m,Zm00001d034187
SynPair787,Sobic.001G077400,Seita.9G077900,Ot_Chr4_07684,LOC_Os03g55800,Bradi1g07480,Pavagv31000957m,Zm00001d034186
SynPair788,Sobic.001G077500,Seita.9G078000,Ot_Chr4_07683,LOC_Os03g55784,Bradi1g07490,Pavagv31000959m,Zm00001d034183
SynPair789,Sobic.001G077600,Seita.9G078100,Ot_Chr4_07682,LOC_Os03g55776,Bradi1g07495,Pavagv31000960m,Zm00001d034182
SynPair791,Sobic.001G077800,Seita.9G078300,Ot_Chr4_07680,LOC_Os03g55760,Bradi1g07511,Pavagv31000962m,Zm00001d034181
SynPair792,Sobic.001G077900,Seita.9G078400,Ot_Chr4_07679,LOC_Os03g55730,Bradi1g07520,Pavagv31000964m,Zm00001d034180
SynPair793,Sobic.001G078000,Seita.9G078500,Ot_Chr4_07678,LOC_Os03g55720,Bradi1g07530,Pavagv31000965m,Zm00001d034179
SynPair794,Sobic.001G078100,Seita.9G079100,Ot_Chr4_n35398,LOC_Os03g55704,Bradi1g07540,Pavagv31000966m,Zm00001d034178
SynPair795,Sobic.001G078200,Seita.9G079200,Ot_Chr4_07674,LOC_Os03g55670,Bradi1g07550,Pavagv31000968m,Zm00001d034175
SynPair796,Sobic.001G078300,Seita.9G079300,Ot_Chr4_07673,LOC_Os03g55660,Bradi1g07565,Pavagv31000969m,Zm00001d034173
SynPair797,Sobic.001G078400,Seita.9G079400,Ot_Chr4_07672,LOC_Os03g55640,Bradi1g07570,Pavagv31000972m,Zm00001d034167
SynPair799,Sobic.001G078600,Seita.9G079600,Ot_Chr4_07670,LOC_Os03g55620,Bradi1g07590,Pavagv31000978m,Zm00001d034166
SynPair800,Sobic.001G078700,Seita.9G079700,Ot_Chr4_07669,LOC_Os03g55610,Bradi1g07600,Pavagv31000979m,Zm00001d034163
SynPair801,Sobic.001G078800,Seita.9G079800,Ot_Chr4_07667,LOC_Os03g55600,Bradi1g07620,Pavagv31000980m,Zm00001d034161
SynPair802,Sobic.001G078900,Seita.9G080000,Ot_Chr4_07666,LOC_Os03g55590,Bradi1g07630,Pavagv31000982m,Zm00001d034160
SynPair804,Sobic.001G079100,Seita.9G080200,Ot_Chr4_07665,LOC_Os03g55570,Bradi1g07640,Pavagv31000985m,Zm00001d034159
SynPair806,Sobic.001G079200,Seita.9G080300,Ot_Chr4_07664,LOC_Os03g55560,Bradi1g07650,Pavagv31000990m,Zm00001d034152
SynPair810,Sobic.001G079600,Seita.9G080600,Ot_Chr4_07660,LOC_Os03g55530,Bradi1g07680,Pavagv31000998m,Zm00001d034143
SynPair811,Sobic.001G079700,Seita.9G080800,Ot_Chr4_07655,LOC_Os03g55490,Bradi1g07750,Pavagv31001000m,Zm00001d034137
SynPair812,Sobic.001G079900,Seita.9G081000,Ot_Chr4_07653,LOC_Os03g55470,Bradi1g07760,Pavagv31001004m,Zm00001d034133
SynPair815,Sobic.001G080200,Seita.9G081300,Ot_Chr4_07650,LOC_Os03g55420,Bradi1g07780,Pavagv31001011m,Zm00001d034129
SynPair816,Sobic.001G080300,Seita.9G081400,Ot_Chr4_n35401,LOC_Os03g55410,Bradi1g07790,Pavagv31001012m,Zm00001d034128
SynPair818,Sobic.001G080600,Seita.9G081500,Ot_Chr4_07649,LOC_Os03g55400,Bradi1g07797,Pavagv31001013m,Zm00001d034126
SynPair819,Sobic.001G080700,Seita.9G081600,Ot_Chr4_07648,LOC_Os03g55490,Bradi1g07810,Pavagv31001015m,Zm00001d034125
SynPair820,Sobic.001G080800,Seita.9G081700,Ot_Chr4_n35403,LOC_Os03g55380,Bradi1g07820,Pavagv31001016m,Zm00001d034124
SynPair821,Sobic.001G080900,Seita.9G081800,Ot_Chr4_07646,LOC_Os03g55360,Bradi1g07830,Pavagv31001017m,Zm00001d034115
